Day;Month;Year;Plot;Subplot;Group;Order;Family;Species;Plant;Plant_Simple;Time;Abundances
11;3;2019;9;F6;Beetles;Coleoptera;Nitidulidae;Meligethes_sp.;LEMA;LEMA;11.20;1
11;4;2019;1;E3;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;ME;ME;10.20;1
11;4;2019;1;E5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;2
11;4;2019;1;E5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.20;1
11;4;2019;1;F3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;3
11;4;2019;1;F5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;A3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;B1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;B3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;C1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.20;1
11;4;2019;2;C3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;D1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;2
11;4;2019;2;D1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.20;2
11;4;2019;2;D1;Flies;Diptera;Muscidae;NA;LEMA;LEMA;10.20;1
11;4;2019;2;D4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;E1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;2
11;4;2019;2;E1;Beetles;Coleoptera;Mordellidae;NA;LEMA;LEMA;10.20;1
11;4;2019;2;E1;Flies;Diptera;Bibionidae;Dilophus_sp.;CHFU;CHFU;10.20;1
11;4;2019;2;E1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.20;4
11;4;2019;2;E2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.20;1
11;4;2019;2;E4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;E5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;E6;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;F1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;1
11;4;2019;2;F1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.20;2
11;4;2019;2;F2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.20;1
11;4;2019;2;F3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.20;4
11;4;2019;2;F3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.20;2
11;4;2019;2;F6;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.20;1
11;4;2019;3;B2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.21;1
11;4;2019;3;C3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;ME;ME;10.21;1
11;4;2019;3;C3;Flies;Diptera;Bibionidae;Dilophus_sp.;ME;ME;10.21;1
11;4;2019;3;C3;Flies;Diptera;NA;NA;ME;ME;10.21;1
11;4;2019;3;D4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;ME;ME;10.21;1
11;4;2019;3;D6;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.21;1
11;4;2019;3;E1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.21;1
11;4;2019;3;E2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.21;1
11;4;2019;3;F1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.21;1
11;4;2019;3;F2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.21;1
11;4;2019;3;F4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.21;1
11;4;2019;4;E1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.55;3
11;4;2019;4;E1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.55;3
11;4;2019;4;E4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.55;1
11;4;2019;4;F1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.55;1
11;4;2019;4;F2;Flies;Diptera;NA;NA;LEMA;LEMA;10.55;1
11;4;2019;4;F3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.55;1
11;4;2019;5;B4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.55;2
11;4;2019;5;C1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.55;1
11;4;2019;5;C4;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.55;1
11;4;2019;5;C5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.55;1
11;4;2019;5;D1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.55;1
11;4;2019;5;D1;Beetles;Coleoptera;Mordellidae;NA;LEMA;LEMA;10.55;1
11;4;2019;5;D1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.55;5
11;4;2019;5;D2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.55;1
11;4;2019;5;E1;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;10.55;4
11;4;2019;5;E1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;10.55;2
11;4;2019;7;A4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;7;A4;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;2
11;4;2019;7;A5;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;1
11;4;2019;7;B3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;7;B4;Bees;Hymenoptera;Apidae;Apis_mellifera;LEMA;LEMA;11.34;1
11;4;2019;7;B5;Bees;Hymenoptera;Apidae;Apis_mellifera;LEMA;LEMA;11.34;1
11;4;2019;7;B5;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11.34;1
11;4;2019;7;B5;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;1
11;4;2019;7;B6;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;7;B6;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11.34;1
11;4;2019;7;B6;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;1
11;4;2019;7;C2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;2
11;4;2019;7;C2;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11.34;1
11;4;2019;7;C3;Bees;Hymenoptera;Apidae;Apis_mellifera;LEMA;LEMA;11.34;1
11;4;2019;7;C3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;7;C4;Bees;Hymenoptera;Apidae;Apis_mellifera;LEMA;LEMA;11.34;1
11;4;2019;7;C4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;7;C4;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11.34;1
11;4;2019;7;C5;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;2
11;4;2019;7;D2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;7;D5;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11.34;1
11;4;2019;7;E4;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11.34;1
11;4;2019;7;E6;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;7;F3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;11.34;1
11;4;2019;8;A1;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;1
11;4;2019;8;A2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;8;A2;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;1
11;4;2019;8;A3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.34;1
11;4;2019;8;A4;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.34;1
11;4;2019;8;A5;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;1
11;4;2019;8;B2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.34;1
11;4;2019;8;B2;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;1
11;4;2019;8;B3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;8;B4;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.34;1
11;4;2019;8;B4;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.34;1
11;4;2019;8;B5;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.34;1
11;4;2019;8;B5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.34;1
11;4;2019;8;B5;Flies;Diptera;Bibionidae;Dilophus_sp.;ME;ME;11.34;1
11;4;2019;8;B6;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;8;C2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;8;C2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.34;1
11;4;2019;8;C3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;8;C4;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.34;1
11;4;2019;8;C4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;8;C4;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.34;1
11;4;2019;8;D2;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.34;1
11;4;2019;8;E2;Bees;Hymenoptera;Apoidea;NA;ME;ME;11.34;1
11;4;2019;8;E2;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.34;1
11;4;2019;8;E3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.34;1
11;4;2019;8;E4;Bees;Hymenoptera;Apoidea;NA;LEMA;LEMA;11.34;1
11;4;2019;8;E4;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.34;1
11;4;2019;8;F3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.34;1
11;4;2019;9;B4;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.39;2
11;4;2019;9;B4;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;11.39;1
11;4;2019;9;B5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.39;1
11;4;2019;9;B5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.39;2
11;4;2019;9;B6;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.39;2
11;4;2019;9;C5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.39;1
11;4;2019;9;D5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;ME;ME;11.39;1
11;4;2019;9;D5;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.39;1
11;4;2019;9;D5;Flies;Diptera;Muscidae;NA;ME;ME;11.39;1
11;4;2019;9;D6;Flies;Diptera;Bibionidae;Dilophus_sp.;ME;ME;11.39;1
11;4;2019;9;E3;Beetles;Coleoptera;Melyridae;NA;LEMA;LEMA;11.39;1
11;4;2019;9;E3;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.39;4
11;4;2019;9;E3;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.39;2
11;4;2019;9;E3;Flies;Diptera;Muscidae;NA;ME;ME;11.39;1
11;4;2019;9;E3;Flies;Diptera;Syrphidae;Sphaerophoria_scripta;LEMA;LEMA;11.39;1
11;4;2019;9;E5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.39;2
11;4;2019;9;F1;Flies;Diptera;Bibionidae;Dilophus_sp.;LEMA;LEMA;11.39;1
11;4;2019;9;F2;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.39;5
11;4;2019;9;F5;Beetles;Coleoptera;Melyridae;Psilothrix_viridicoerulea;LEMA;LEMA;11.39;1
12;3;2016;1;A3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.33;1
12;3;2016;1;A3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.33;1
12;3;2016;1;D2;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;12.33;1
12;3;2016;1;D3;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;12.33;1
12;3;2016;1;D3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.33;2
12;3;2016;1;E1;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;12.33;1
12;3;2016;1;E1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.33;1
12;3;2016;1;E3;Bees;Hymenoptera;Andrenidae;Andrena_humilis;LEMA;LEMA;12.33;1
12;3;2016;1;E3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.33;5
12;3;2016;1;E4;Bees;Hymenoptera;Andrenidae;Andrena_humilis;LEMA;LEMA;12.33;1
12;3;2016;1;E4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.33;1
12;3;2016;1;E6;Bees;Hymenoptera;Andrenidae;Andrena_sp.;LEMA;LEMA;12.33;1
12;3;2016;1;E6;Bees;Hymenoptera;Halictidae;Lasioglossum_sp.;LEMA;LEMA;12.33;1
12;3;2016;1;E6;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;12.33;1
12;3;2016;1;F1;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;12.33;1
12;3;2016;1;F1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.33;1
12;3;2016;1;F3;Bees;Hymenoptera;Andrenidae;Andrena_humilis;LEMA;LEMA;12.33;1
12;3;2016;1;F4;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;12.33;1
12;3;2016;1;F4;Beetles;Coleoptera;Meloidae;NA;LEMA;LEMA;12.33;1
12;3;2016;1;F4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.33;3
12;3;2016;1;F5;Bees;Hymenoptera;Andrenidae;Andrena_humilis;LEMA;LEMA;12.33;1
12;3;2016;1;F5;Beetles;Coleoptera;Meloidae;NA;LEMA;LEMA;12.33;1
12;3;2016;1;F5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.33;3
12;3;2016;1;F6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;12.33;4
12;3;2016;2;A2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;1
12;3;2016;2;A4;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.03;2
12;3;2016;2;A4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;2
12;3;2016;2;A6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;1
12;3;2016;2;B2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;2
12;3;2016;2;B3;Bees;Hymenoptera;Andrenidae;Andrena_sp.;LEMA;LEMA;13.03;1
12;3;2016;2;B3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;3
12;3;2016;2;B4;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.03;4
12;3;2016;2;B4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;12
12;3;2016;2;B5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;4
12;3;2016;2;B6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;2
12;3;2016;2;C3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;2
12;3;2016;2;C5;Beetles;Coleoptera;Meloidae;NA;LEMA;LEMA;13.03;1
12;3;2016;2;C5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;3
12;3;2016;2;C6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;2
12;3;2016;2;D1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;4
12;3;2016;2;D2;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.03;3
12;3;2016;2;D2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;11
12;3;2016;2;D3;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.03;4
12;3;2016;2;D3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;14
12;3;2016;2;D4;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.03;1
12;3;2016;2;D4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;1
12;3;2016;2;D5;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.03;1
12;3;2016;2;D5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;5
12;3;2016;2;D6;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.03;1
12;3;2016;2;D6;Beetles;Coleoptera;Meloidae;NA;LEMA;LEMA;13.03;1
12;3;2016;2;E1;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.03;1
12;3;2016;2;E1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;3
12;3;2016;2;E1;Flies;Diptera;NA;NA;LEMA;LEMA;13.03;1
12;3;2016;2;E2;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.03;3
12;3;2016;2;E2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.03;11
12;3;2016;2;E2;Flies;Diptera;NA;NA;LEMA;LEMA;13.03;1
12;3;2016;3;C2;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.40;2
12;3;2016;3;C2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;1
12;3;2016;3;C3;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.40;5
12;3;2016;3;C3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;7
12;3;2016;3;C3;Flies;Diptera;NA;NA;LEMA;LEMA;13.40;2
12;3;2016;3;C4;Bees;Hymenoptera;Andrenidae;Andrena_humilis;LEMA;LEMA;13.40;1
12;3;2016;3;C4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;4
12;3;2016;3;C5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;5
12;3;2016;3;C6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;3
12;3;2016;3;D3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;3
12;3;2016;3;D4;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.40;1
12;3;2016;3;D5;Bees;Hymenoptera;Andrenidae;Andrena_humilis;LEMA;LEMA;13.40;1
12;3;2016;3;D5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;4
12;3;2016;3;D6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;7
12;3;2016;3;E4;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.40;1
12;3;2016;3;E4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;4
12;3;2016;3;E5;Bees;Hymenoptera;Andrenidae;Andrena_humilis;LEMA;LEMA;13.40;1
12;3;2016;3;E5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;11
12;3;2016;3;E6;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.40;1
12;3;2016;3;E6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;5
12;3;2016;3;F1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;1
12;3;2016;3;F2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;7
12;3;2016;3;F3;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;1
12;3;2016;3;F4;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;13.40;3
12;3;2016;3;F4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;3
12;3;2016;3;F4;Flies;Diptera;NA;NA;LEMA;LEMA;13.40;1
12;3;2016;3;F5;Beetles;Coleoptera;NA;NA;LEMA;LEMA;13.40;1
12;3;2016;3;F6;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.40;1
12;3;2016;3;F7;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;15.40;1
12;3;2016;4;C1;Butterflies;Lepidoptera;NA;NA;ME;ME;14.25;1
12;3;2016;4;D1;Butterflies;Lepidoptera;NA;NA;LEMA;LEMA;14.25;1
12;3;2016;4;D2;Bees;Hymenoptera;Andrenidae;Andrena_sp.;LEMA;LEMA;14.25;1
12;3;2016;4;D2;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;14.25;2
12;3;2016;4;D2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.25;3
12;3;2016;4;E1;Beetles;Coleoptera;Cerambycidae;NA;LEMA;LEMA;14.25;1
12;3;2016;4;E1;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.25;1
12;3;2016;4;E2;Flies;Diptera;Syrphidae;NA;ME;ME;14.25;1
12;3;2016;4;E6;Flies;Diptera;Syrphidae;Sphaerophoria_sp.;SPRU;SPRU;14.25;1
12;3;2016;4;F3;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;14.25;1
12;3;2016;6;A2;Beetles;Coleoptera;NA;NA;BEMA;BEMA;14.55;1
12;3;2016;6;A2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.55;1
12;3;2016;6;A2;Bugs;Hemiptera;NA;NA;BEMA;BEMA;14.55;1
12;3;2016;6;A3;Flies;Diptera;Syrphidae;NA;LEMA;LEMA;14.55;1
12;3;2016;6;A5;Flies;Diptera;Syrphidae;NA;A0R;A0R;14.55;1
12;3;2016;6;C2;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.55;1
12;3;2016;6;F4;Beetles;Coleoptera;NA;NA;LEMA;LEMA;14.55;1
12;3;2016;7;B5;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;15.30;1
12;3;2016;7;B5;Flies;Diptera;NA;NA;CHFU;CHFU;15.30;1
12;3;2016;7;D3;Flies;Diptera;NA;NA;CHFU;CHFU;15.30;1
12;3;2016;7;E1;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;15.30;2
12;3;2016;7;E1;Bees;Hymenoptera;Halictidae;Sphecodes_sp.;CHFU;CHFU;15.30;1
12;3;2016;7;E2;Flies;Diptera;NA;NA;CHFU;CHFU;15.30;1
12;3;2016;7;E3;Flies;Diptera;NA;NA;CHFU;CHFU;15.30;2
12;3;2016;7;E4;Bees;Hymenoptera;Andrenidae;Andrena_sp.;CHFU;CHFU;15.30;1
12;3;2016;7;E4;Flies;Diptera;Syrphidae;NA;CHFU;CHFU;15.30;1
12;3;2016;7;E5;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;15.30;1
12;3;2016;7;F4;Flies;Diptera;NA;NA;CHFU;CHFU;15.30;1
12;3;2016;7;F5;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;15.30;1
12;3;2016;8;B4;Beetles;Coleoptera;NA;NA;CHFU;CHFU;16.05;1
12;3;2016;8;D3;Flies;Diptera;Syrphidae;Sphaerophoria_sp.;Medicago;Medicago;16.05;1
12;3;2016;8;E4;NA;NA;NA;NA;ME;ME;16.05;1
12;3;2016;9;B4;Beetles;Coleoptera;NA;NA;CHFU;CHFU;16.05;1
12;3;2016;9;B4;Flies;Diptera;NA;NA;CHFU;CHFU;16.05;1
12;3;2016;9;B6;Flies;Diptera;NA;NA;CHFU;CHFU;16.05;1
12;3;2016;9;C4;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;16.05;1
12;3;2016;9;C4;Flies;Diptera;NA;NA;CHFU;CHFU;16.05;1
12;3;2016;9;D5;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;16.05;1
12;3;2016;9;D6;Flies;Diptera;NA;NA;CHFU;CHFU;16.05;1
12;3;2016;9;E4;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;16.05;2
12;3;2016;9;E4;Flies;Diptera;NA;NA;CHFU;CHFU;16.05;2
12;3;2016;9;E5;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;16.05;2
12;3;2016;9;E5;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;SPRU;SPRU;16.05;1
12;3;2016;9;E5;Beetles;Coleoptera;NA;NA;CHFU;CHFU;16.05;1
12;3;2016;9;E5;Flies;Diptera;NA;NA;CHFU;CHFU;16.05;2
12;3;2016;9;E5;Flies;Diptera;Syrphidae;Scaeva_sp.;SPRU;SPRU;16.05;1
12;3;2016;9;E6;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;16.05;1
12;3;2016;9;F5;Bees;Hymenoptera;Andrenidae;Andrena_cinerea_elliptica;CHFU;CHFU;16.05;1
12;3;2016;9;F5;Flies;Diptera;NA;NA;CHFU;CHFU;16.05;2
13;5;2019;8;B2;Butterflies;Lepidoptera;Hesperiidae;Thymelicus_sp.;PUPA;PUPA;13.36;1
13;5;2019;8;B3;Flies;Diptera;Muscidae;NA;PUPA;PUPA;13.36;1
13;5;2019;8;B4;Butterflies;Lepidoptera;Hesperiidae;Thymelicus_sp.;PUPA;PUPA;13.36;1
13;5;2019;8;B6;Butterflies;Lepidoptera;Hesperiidae;Thymelicus_sp.;PUPA;PUPA;13.36;1
